name,adress,totalReviews,score,description,categories,equipments,roomFeats,roomTypes,img,url
Le Fabe Hotel,"113 B rue de l ouest, 75014 Paris France","1,263 reviews",4.5,"Ideally located in one of the most 'Parisian' areas : Montparnasse A brand new hotel with a contemporary design, bright colours and warm atmosphere... Ideally located in one of the most 'Parisian' areas: Montparnasse (with its many bars, restaurants, theatres and cabarets) and close to the legendary Latin Quarter/ Saint Germain des Près. Montparnasse railway station and Parc des Expositions are within easy reach, as well as AIR FRANCE shuttle buses serving Paris Airports (Roissy Charles de Gaulle or Orly). Nearest metro station : Pernety 4 mins. walking distance. The satellite TV and free Wi-Fi access in all rooms afford each guest, whether travelling for business or leisure, optimal enjoyment of every moment of their stay. Thanks to the proximity of Pernety metro station, the Latin quarter, St Germain des Près, the Luxembourg Gardens or Notre Dame can be reached in 10 minutes. A personal welcome awaits and the hotel's charming and professional staff are at your disposal 24 ho",3,Parking|Free High Speed Internet (WiFi)|Wifi|Breakfast available|Airport transportation|Baggage storage|Concierge|24-hour front desk|Breakfast buffet,Blackout curtains|Safe|Flatscreen TV,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/53/15/f3/enjoying-paris.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g187147-d1055277-Reviews-Le_Fabe_Hotel-Paris_Ile_de_France.html
Hotel Monna Lisa,"97 rue la Boetie 8th Arr, 75008 Paris France",477 reviews,4.5,"Fully refurbished, with its image wall and traditional facade, the Monna Lisa stands out as a mystical address whose charm is created by a unique combination of contemporary style and good taste.Our 4 star hotel located just a stone's throw from the Champs Elysees is the ideal place to discover Parisian life, and achieves a subtle balance between offering a totally new experience and a home from home. The 8th arrondissement is a highly sought-after area.",4,Free High Speed Internet (WiFi)|Breakfast available|Children's television networks|Pets Allowed ( Dog / Pet Friendly )|Airport transportation|Baggage storage|Concierge|24-hour front desk|Wifi|Breakfast buffet|Breakfast in the room|Wine / champagne|Newspaper|Non-smoking hotel|Express check-in / check-out|Dry cleaning|Laundry service|Shoeshine,Blackout curtains|Soundproof rooms|Air conditioning|Desk|Housekeeping|Coffee / tea maker|Flatscreen TV|Bath / shower|Bathrobes|Room service|Safe|Telephone|Bottled water|Wake-up service / alarm clock|Minibar|Complimentary toiletries|Hair dryer,Non-smoking rooms|Suites,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/3b/9d/b7/breakfast-room--v14361876.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g187147-d231063-Reviews-Hotel_Monna_Lisa-Paris_Ile_de_France.html
COQ Hotel Paris,"15 rue Edouard Manet 13 Arr., 75013 Paris France",608 reviews,4.5,"COQ Hotel Paris (Community of Quality) is located in Paris, 30.6 km from Marne-la-Vallée and 16.1 km from Versailles. Guests can enjoy the on-site bar. Every room at this hotel is air conditioned and features a flat-screen TV. Every room includes a private bathroom. There is a 24-hour front desk, concierge services, luggage storage space and a gift shop at the property. Villepinte is 19.3 km from Hôtel COQ (Community of Quality), and Roissy is 22.5 km away. The nearest airport is Orly Airport, 11.3 km from the property. 13th arr. is a great choice for travelers interested in monuments, museums and culture. In this area you can shop 'til you drop for popular brands like H&M, Zara.",4,Free High Speed Internet (WiFi)|Wifi|Bar / lounge|Baggage storage|Concierge|24-hour front desk|Dry cleaning|Laundry service|Breakfast available|Breakfast buffet|Non-smoking hotel,Soundproof rooms|Air conditioning|Safe|Flatscreen TV,Non-smoking rooms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/ca/1e/79/deluxe-room-b--v16031924.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g187147-d269117-Reviews-COQ_Hotel_Paris-Paris_Ile_de_France.html
Hotel Cafe Miramar,"25 avenue Frederic Mistral, 30240, Le Grau-du-Roi France",418 reviews,4.5,"Everyone needs a place to lay their weary head. For travelers visiting Le Grau-du-Roi, Hôtel Café Miramar is an excellent choice for rest and rejuvenation. Well-known for its family-friendly environment and proximity to great restaurants, Hôtel Café Miramar makes it easy to enjoy the best of Le Grau-du-Roi.Rooms at Hôtel Café Miramar offer air conditioning providing exceptional comfort and convenience, and guests can go online with free wifi.A concierge, a coffee shop, and newspaper are some of the conveniences offered at this hotel. Breakfast will also help to make your stay even more special. If you are driving to Hôtel Café Miramar, there is free public parking available nearby.For those interested in checking out popular landmarks while visiting Le Grau-du-Roi, Hôtel Café Miramar is located a short distance from Arenes du Grau du Roi (0.5 mi) and El Rancho (1.4 mi).When you’re feeling hungry, be sure to check out l'Imprévu and Le Roi du Poulet, which are some barbeque restaurants that are popular with locals and out-of-towners alike.Whether you’re traveling for business, pleasure or both, Hôtel Café Miramar is sure to make your visit to Le Grau-du-Roi one worth remembering.",2,"Free public parking nearby|Free High Speed Internet (WiFi)|Bar / lounge|Beach|Bicycle rental|Books, DVDs, music for children|Highchairs available|Newspaper|Street parking|Wifi|Coffee shop|Restaurant|Breakfast available|Breakfast buffet|Kids' meals|Outdoor dining area|Special diet menus|Wine / champagne|Boating|Hiking|Horseback riding|Windsurfing|Bicycle tours|Canoeing offsite|Fishing|Walking tours|Water park offsite|Board games / puzzles|Non-smoking hotel|Outdoor furniture|Shared lounge / TV area|Sun terrace|Sun umbrellas|24-hour check-in|Express check-in / check-out|Private check-in / check-out",Blackout curtains|Soundproof rooms|Air conditioning|Private beach|Housekeeping|Interconnected rooms available|Flatscreen TV|Walk-in shower|Private balcony|Safe|Telephone|Wardrobe / closet|Bottled water|Clothes rack|Private bathrooms|Wake-up service / alarm clock|Bath / shower|Complimentary toiletries|Hair dryer,Ocean view|City view|Non-smoking rooms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/17/61/98/hotel-miramar.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g661409-d3345494-Reviews-Hotel_Cafe_Miramar-Le_Grau_du_Roi_Gard_Occitanie.html
Le Clos Parc & Spa - Relais & Chateaux,"98 rue de la Ferte Vidame, 27130 Verneuil-sur-Avre, Verneuil d'Avre et d'Iton France",662 reviews,4.5,"Le Clos, the story start in 1770 when the nuns of the Abbey of Saint-Nicolas bought the land under the old regime called ""The garden of the Beguine"". Bordered by the remains of city walls and a tower called the white tower, the plots became peasant gardens. A century later, in 1886 - under the protection of a gentleman benefactor of the Abbey of Saint-Nicolas - a Castle was born. The Benedictine nuns began hosting families opened a school for girls of the abbey. The round tower and the square pavilion, pepper-pot roofs and four slopes, false battlements and tall chimneys, windows and doors decorated with braces, are a harmonious example of architectural style of Viollet-Le-Duc. The mansion was an inspiration for the architect to draw on the exceptional tower houses that have adorned the town of Verneuil since the fifteenth century. In gothic style, the walls come alive with color. The ""checkerboard"", so characteristic of the region, combines the dark brick called ""flamed"" orange brick and whitewashed plaster, while flints and brick diamonds offer subtle variations in the tone. The sisters welcome families into the 1960s. In 1961, it was renamed the Hostellerie du Clos. In 2007 it became Le Clos. The castle original will require ongoing renovations, modernization and decoration but will preserve its original spirit. In the spring of 2015 will rise to a former conservatory Gustave Eiffel style of 100 sqm, facing south with a view overlooking the park. It will host the breakfasts, a restaurant that showcases the ""Bistronomie"" tea room, reading and rest ... A relaxation area with a swimming pool cover, bio sauna, bio steam room, fitness , energy showers ... Finally a south-facing terrace on the ground floor equipped with sun and a beautiful place ""nose in the grass"" to eat more lightly. Today, the castle of fifteen rooms and suites located in a park of ancient trees has beautiful botanicals, beautiful and loyal birds, four hives with bees pollinate flowers and tree gardens. He is a member of Relais & Châteaux since 1975 and this year celebrates its fortieth anniversary of belonging to this great association",4,"Free parking|Free High Speed Internet (WiFi)|Pool|Fitness / spa locker rooms|Bar / lounge|Archery|Bicycles available|Books, DVDs, music for children|Wifi|Pool / beach towels|Indoor pool|Heated pool|Private pool|Sauna|Restaurant|Breakfast available|Hiking|Horseback riding|Archery offsite|Bicycle tours|Fishing|Water park offsite|Children's playground|Highchairs available|Car hire|Taxi service|Banquet room|Photo copier / fax In business center|Hammam|Dry cleaning|Laundry service",Allergy-free room|Blackout curtains|Air conditioning|Room service|Flatscreen TV|Extra long beds|Sofa bed|Walk-in shower|Soundproof rooms|Bathrobes|Whirlpool bathtub|Bath / shower|Complimentary toiletries|Hair dryer,Bridal suite|Non-smoking rooms|Suites|Family rooms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/df/3c/fa/chambre-bedroom-n-4.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g678202-d260547-Reviews-Le_Clos_Parc_Spa_Relais_Chateaux-Verneuil_sur_Avre_Verneuil_d_Avre_et_d_Iton_Eure_Haute.html
Les Hortensias du Lac,"1578 avenue du Tour du Lac, 40150 Soorts-Hossegor France",314 reviews,4.5,"Looking for a place to stay in Hossegor? Then look no further than Les Hortensias du Lac, a family-friendly hotel that brings the best of Hossegor to your doorstep.Guest rooms offer a minibar and air conditioning, and Les Hortensias du Lac makes getting online easy as free wifi is available.You can also take advantage of some of the amenities offered by the hotel, including a 24 hour front desk, room service, and beach chairs. In addition, guests can enjoy a pool and a lounge during their visit. As an added convenience, there is free parking available to guests.If you like Asian restaurants, Les Hortensias du Lac is conveniently located near CJSushis and Square Garden.If you are interested in exploring Hossegor, check out an art gallery, such as La Galerie Brigitte Capy.We’re sure you’ll enjoy your stay at Les Hortensias du Lac as you experience everything Hossegor has to offer.",4,Free parking|Free High Speed Internet (WiFi)|Pool|Bar / lounge|Bicycle rental|Hiking|Babysitting|Banquet room|Electric vehicle charging station|Secured parking|Wifi|Pool / beach towels|Infinity pool|Pool with view|Outdoor pool|Heated pool|Breakfast buffet|Breakfast in the room|Wine / champagne|Spa|Massage|Solarium|Baggage storage|Newspaper|Non-smoking hotel|Sun loungers / beach chairs|24-hour front desk|Dry cleaning|Laundry service|Ironing service,Air conditioning|Private balcony|Room service|Safe|Minibar|Flatscreen TV,Non-smoking rooms|Suites|Family rooms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/45/03/b3/suite.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g425002-d324780-Reviews-Les_Hortensias_du_Lac-Soorts_Hossegor_Landes_Nouvelle_Aquitaine.html
Hotel & Residence Les Medes,"2 rue de la Douane, 83400, Porquerolles Island France",926 reviews,4.5,"Situé au cœur de l'authentique village de Porquerolles, à 400 mètres de la plage de la Courtade et à quelques pas du port, l'Hôtel-Résidence Les Mèdes vous accueille pour un séjour tout en douceur. Grâce à ses nombreuses prestations, son cadre exceptionnel, il vous réserve le confort idéal pour découvrir la beauté de la plus grande des îles d'Hyères.",3,Free High Speed Internet (WiFi)|Pool / beach towels|Breakfast buffet|Table tennis|Board games / puzzles|Children Activities (Kid / Family Friendly)|Highchairs available|Conference facilities|Wifi|Complimentary instant cofffee|Complimentary tea|Meeting rooms|Solarium|Baggage storage|Newspaper|Non-smoking hotel|Outdoor furniture|Shared lounge / TV area|Sun loungers / beach chairs|Sun umbrellas|First aid kit,Blackout curtains|Air conditioning|Private balcony|Safe|Telephone|Coffee / tea maker|Flatscreen TV|Complimentary toiletries|Wardrobe / closet|Bottled water|Iron|Kitchenette|Microwave|Refrigerator|Hair dryer,Non-smoking rooms|Family rooms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/3e/72/39/hotel-residence-les-medes.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g681252-d575955-Reviews-Hotel_Residence_Les_Medes-Porquerolles_Island_Iles_d_Hyeres_French_Riviera_Cote_d_Azur_.html
Le Phebus & Spa,"220 route de Murs, 84220 Joucas, Gordes France",265 reviews,4.5,"In the heart of Luberon, located between Roussillon and Gordes, Bistrot ""Le Cafe de la Fontaine"" and Carita Spa. This mas built in dry stone steeped in history, was rebuilt on the ruins dating back to the Knights of the Order of Malta, this jewel of a hotel, nestled in the heart of the Luberon, is a place where everyone feels when the mistral blowing through the ""garrigue"". Place of relaxation and conviviality made of refinement. This is the ideal base to explore the Luberon and Provence, but also to relax in serenity. The rooms, suites and independent mas of 150 m2 of this 5-star hotel offers an elegant decoration and complete comfort. Some suites overlook the tranquil waters of their own private pools. Starred in the Michelin Guide, the gourmet restaurant Xavier MATHIEU breathes new life into ancient Provencal recipes and sign a masterly pistou soup. Its Chef, Xavier MATHIEU, regularly shares his passion for gastronomy by organizing cooking classes. For a stay of pure relaxation, enjoy body and facial treatments at the Carita Spa Hotel. This place of 400 m2 dedicated to well-being is making to discover a range of beauty treatments, but also a fitness room, fitness trail, aqua play area with jacuzzis, hammam and tea herb service. For an exceptional stay in Provence, between gastronomy, wellness and relaxation, Le Phebus & Spa, luxury spa hotel and gourmet restaurant, welcomes you in a dream setting in Gordes, in the Luberon.",5,Free parking|Free High Speed Internet (WiFi)|Pool|Fitness Center with Gym / Workout Room|Bar / lounge|Bicycle rental|Bicycles available|Babysitting|Electric vehicle charging station|Valet parking|Wifi|Hot tub|Pool / beach towels|Pool with view|Outdoor pool|Heated pool|Fitness / spa locker rooms|Coffee shop|Restaurant|Breakfast available|Breakfast buffet|Breakfast in the room|Complimentary instant cofffee|Complimentary welcome drink|Outdoor dining area|Special diet menus|Poolside bar|Hiking|Tennis court|Children's playground|Pets Allowed ( Dog / Pet Friendly )|Airport transportation|Taxi service|Conference facilities|Banquet room|Meeting rooms|Spa|Body wrap|Couples massage|Facial treatments|Foot massage|Full body massage|Hammam|Manicure|Massage|Massage chair|Neck massage|Pedicure|Solarium|Steam room|Waxing services|Baggage storage|Concierge|Gift shop|Newspaper|Non-smoking hotel|Picnic area|Sun loungers / beach chairs|Sun umbrellas|Umbrella|24-hour front desk|Clothes dryer|Laundry service|Washing machine|Ironing service|Shoeshine,Bathrobes|Air conditioning|Fireplace|Housekeeping|Interconnected rooms available|Private balcony|Minibar|Flatscreen TV|Room service|Safe|Seating area|Separate living room|Sofa|Telephone|VIP room facilities|Wardrobe / closet|Bottled water|Iron|Private bathrooms|Tile / marble floor|Wake-up service / alarm clock,Mountain view|Pool view|Non-smoking rooms|Suites,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/b9/ac/f7/suite.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g1471851-d472191-Reviews-Le_Phebus_Spa-Joucas_Gordes_Luberon_Vaucluse_Provence_Alpes_Cote_d_Azur.html
Hotel Le Provence,"le Village, 07660 Lanarce France",215 reviews,4.5,"Finding an ideal family-friendly hotel in Lanarce does not have to be difficult. Welcome to Hotel Le Provence, a nice option for travelers like you.The rooms offer a flat screen TV, and getting online is possible, as free wifi is available, allowing you to rest and refresh with ease.Hotel Le Provence features newspaper, sun umbrellas, and beach chairs. In addition, as a valued Hotel Le Provence guest, you can enjoy a pool and a lounge that are available on-site. Guests arriving by vehicle have access to free parking.Lanarce has plenty of French restaurants. So when you’re here, be sure to check out popular spots like La Clef des Champs and Restaurant des Sapins, which are serving up some great dishes.If you’re looking for things to do, you can check out Auberge Rouge, which is a popular history museum amongst tourists.Hotel Le Provence looks forward to welcoming you on your visit to Lanarce.",3,Free parking|Free High Speed Internet (WiFi)|Pool|Sauna|Bar / lounge|Bicycle rental|Hiking|Children Activities (Kid / Family Friendly)|Parking garage|Wifi|Hot tub|Pool / beach towels|Indoor pool|Heated pool|Coffee shop|Restaurant|Breakfast buffet|Breakfast in the room|Kids' meals|Wine / champagne|Fishing|Pets Allowed ( Dog / Pet Friendly )|Banquet room|Spa|Hammam|Massage|Solarium|Steam room|Newspaper|Non-smoking hotel|Outdoor furniture|Shops|Sun loungers / beach chairs|Sun terrace|Sun umbrellas|Express check-in / check-out,Soundproof rooms|Flatscreen TV,Non-smoking rooms|Suites|Family rooms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/a0/00/6c/hotel-le-provence.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g1312485-d1576599-Reviews-Hotel_Le_Provence-Lanarce_Ardeche_Auvergne_Rhone_Alpes.html
Tiara Chateau Hotel Mont Royal Chantilly,"allee des Marronniers Route de Plailly, 60520 La Chapelle-en-Serval, Chantilly France","1,409 reviews",4.5,"Located on one of the highest points in the heart of the magic Chantilly forest, just 35 minutes from Paris and only 15 minutes from Charles de Gaulle airport, the 18th century Tiara Château Hotel Mont Royal, is a resort inspired by the natural splendour of the region, taking us on a journey through centuries of history",4,"Free parking|Free High Speed Internet (WiFi)|Pool|Fitness Center with Gym / Workout Room|Bar / lounge|Bicycle rental|Bicycles available|Books, DVDs, music for children|Electric vehicle charging station|Valet parking|Wifi|Hot tub|Indoor pool|Heated pool|Fitness / spa locker rooms|Sauna|Restaurant|Breakfast available|Breakfast buffet|Breakfast in the room|Complimentary instant cofffee|Complimentary tea|Kids' meals|Snack bar|Special diet menus|Wine / champagne|Tennis court|Billiards|Table tennis|Walking tours|Board games / puzzles|Video game console|Highchairs available|Pets Allowed ( Dog / Pet Friendly )|Airport transportation|Taxi service|Business Center with Internet Access|Conference facilities|Banquet room|Meeting rooms|Spa|Couples massage|Facial treatments|Foot massage|Full body massage|Hand massage|Head massage|Massage|Neck massage|Solarium|Baggage storage|Concierge|Gift shop|Newspaper|Non-smoking hotel|Outdoor furniture|Picnic area|Sun deck|Sun loungers / beach chairs|Sun terrace|Sun umbrellas|Doorperson|Umbrella|24-hour check-in|24-hour front desk|Express check-in / check-out|Dry cleaning|Laundry service|Ironing service",Blackout curtains|Soundproof rooms|Air conditioning|Desk|Coffee / tea maker|Flatscreen TV|Sofa bed|Bath / shower|Bathrobes|Housekeeping|Interconnected rooms available|Private balcony|Room service|Safe|Separate living room|Sofa|Telephone|Wardrobe / closet|Bottled water|Clothes rack|Laptop safe|Private bathrooms|Tile / marble floor|Wake-up service / alarm clock|Minibar|Electric kettle|Radio|Complimentary toiletries|Hair dryer,Bridal suite|Non-smoking rooms|Suites|Family rooms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/ed/0c/7f/exterior.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g1022304-d233237-Reviews-Tiara_Chateau_Hotel_Mont_Royal_Chantilly-La_Chapelle_en_Serval_Chantilly_Oise_Hauts_de.html
Oasis Hotel,"La Sourderie, Route de Javron, 53700 Villaines la Juhel France",546 reviews,4.5,"Terrific place to relax, unwind , get a fabulous nights sleep and recharge while diving support for Paris Brest Paris  Everyone was kind and generous with my very limited French  Wish we had more time to enjoy the dart board, pool table in the cozy bar area",2,Free parking|Free High Speed Internet (WiFi)|Hot tub|Fitness Center with Gym / Workout Room|Bar / lounge|Bicycles available|Mini golf|Children Activities (Kid / Family Friendly)|Wifi|Coffee shop|Breakfast available|Breakfast buffet|Breakfast in the room|Snack bar|Wine / champagne|Vending machine|Billiards|Darts|Board games / puzzles|Pets Allowed ( Dog / Pet Friendly )|Business Center with Internet Access|Banquet room|Meeting rooms|Newspaper|Non-smoking hotel|Shared lounge / TV area|Sun terrace,Fireplace|Housekeeping|Minibar|Flatscreen TV,Non-smoking rooms|Suites|Family rooms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/79/b1/fe/hotel-l-oasis.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g1056019-d636388-Reviews-Oasis_Hotel-Villaines_la_Juhel_Mayenne_Pays_de_la_Loire.html
Hotel Gutenberg,"31 rue des Serruriers, 67000, Strasbourg France","1,712 reviews",4.5,"Finding an ideal charming hotel in Strasbourg does not have to be difficult. Welcome to Hotel Gutenberg, a nice option for travelers like you.Gutenberg Hotel is a charming hotel offering a flat screen TV, a minibar, and air conditioning in the rooms, and it is easy to stay connected during your stay as free wifi is offered to guests.The hotel features a 24 hour front desk, a concierge, and newspaper. Plus, guests can enjoy breakfast buffet, which has made this a popular choice among travelers visiting Strasbourg. For guests with a vehicle, there is paid public parking available nearby.While staying at Gutenberg Hotel, visitors can check out Eglise Saint-Thomas (0.1 mi) and Horloge Astronomique (0.2 mi), some of Strasbourg's top attractions.While you’re here, be sure to check out some of the Asian restaurants, including La Riviere, Matsumotoya, and Momos Tibetains, all of which are a short distance from Gutenberg Hotel.There is no shortage of things to do in the area: explore popular gardens such as Botanical Gardens of Strasbourg University and Le Jardin des Deux Rives.Hotel Gutenberg puts the best of Strasbourg at your fingertips, making your stay both relaxing and enjoyable.",3,Paid public parking nearby|Free High Speed Internet (WiFi)|Breakfast buffet|Pets Allowed ( Dog / Pet Friendly )|Baggage storage|Newspaper|24-hour front desk|Express check-in / check-out|Wifi|Breakfast in the room|Non-smoking hotel|Dry cleaning|Laundry service,Soundproof rooms|Bathrobes|Air conditioning|Desk|Safe|Minibar|Flatscreen TV|Complimentary toiletries|Telephone|Bottled water|Laptop safe|Wake-up service / alarm clock|Hair dryer,Non-smoking rooms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/82/8b/05/exterior.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g187075-d310623-Reviews-Hotel_Gutenberg-Strasbourg_Bas_Rhin_Grand_Est.html
Hotel Navas Les Hauts de Moureze,"15 Route de la Dolomie, 34800 Moureze France",144 reviews,4.5,"This Provencal building, founded in 1974 by Mr & Mrs Navas, overlooks the village and offers a panoramic view of the cirque of Moureze. The hotel consists of 14 bedrooms, a dining room, living room, massage area and a large swimming pool 20 metres by 9 metres, enjoying a very pleasant location in full sunshine. With grounds covering 20000 square metres of green space maintained every year, you can walk freely without any worries and relax while you explore the different plants and flowers. Handily located for many tourist attractions in the area, the hotel 'les Hauts de Moureze' enables you to access many outdoor pursuits and to taste regional produce.",2,Free parking|Free High Speed Internet (WiFi)|Pool|Breakfast buffet|Bicycle rental|Hiking|BBQ facilities|Non-smoking hotel|Parking|Wifi|Outdoor pool|Fence around pool|Breakfast in the room|Canoeing offsite|Shared lounge / TV area|Sun terrace,Desk|Private balcony|Flatscreen TV,Non-smoking rooms|Suites|Family rooms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/1a/69/68/piscine.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g2478738-d2687456-Reviews-Hotel_Navas_Les_Hauts_de_Moureze-Moureze_Herault_Occitanie.html
Hotel Le Cottage,"21 rue Arthur Rimbaud 21 Rue Arthur Rimbaud, 66700, Argeles-sur-Mer France",755 reviews,4.5,"Le Cottage is a charming and quiet hotel between the village of Argeles and its wide sandy beach. Ideally situated for touring, close to Collioure and 28 km from the spanish border. This hotel is nicely decorated in a beautiful and large exotic park with a heated pool view on the Pyrenees... The ""Garden Spa "" proposes many services such as body and face treatments, steam room, sauna, chromotherapy shower, hydrotherapy pool, relaxation room, private garden with whirlpool and solarium. Aslo available in the hotel: Fitness area, games and leisure in the garden, free private car park, breakfast at the buffet, bar, snack service at lunch time in summer.",3,Free parking|Free High Speed Internet (WiFi)|Pool|Fitness Center with Gym / Workout Room|Bar / lounge|Mini golf|Table tennis|Pets Allowed ( Dog / Pet Friendly )|Secured parking|Wifi|Hot tub|Pool / beach towels|Outdoor pool|Heated pool|Fence around pool|Sauna|Breakfast available|Breakfast buffet|Breakfast in the room|Snack bar|Swimup bar|Poolside bar|Banquet room|Spa|Couples massage|Facial treatments|Foot massage|Full body massage|Hammam|Massage|Solarium|Steam room|Baggage storage|Concierge|Newspaper|Non-smoking hotel|Sun umbrellas|24-hour front desk|Dry cleaning|Laundry service|Ironing service,Air conditioning|Private balcony|Safe|Minibar|Flatscreen TV,Bridal suite|Non-smoking rooms|Suites,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/6f/95/27/outdoor-pool--v14622959.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g196598-d564866-Reviews-Hotel_Le_Cottage-Argeles_sur_Mer_Pyrenees_Orientales_Occitanie.html
Hotel Le Colbert,"7 rue Agricol Perdiguier, 84000, Avignon France",505 reviews,4.5,"Le Colbert Hotel in Avignon is an authentic little ""hotel of charm"", located right in the heart of the historic center of Avignon. The hotel stayed in a small and typical quiet street",,Paid public parking nearby|Free High Speed Internet (WiFi)|Wifi|Coffee shop|Breakfast available|Baggage storage|Non-smoking hotel|Express check-in / check-out|Outdoor furniture,Blackout curtains|Soundproof rooms|Air conditioning|Housekeeping|Safe|Telephone|Flatscreen TV|Walk-in shower|Wardrobe / closet|Laptop safe|Private bathrooms|Wake-up service / alarm clock|Hair dryer,City view|Non-smoking rooms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/43/99/8f/hotel-le-colbert.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g187212-d611537-Reviews-Hotel_Le_Colbert-Avignon_Vaucluse_Provence_Alpes_Cote_d_Azur.html
Hotel de la Porte Doree,"273 avenue Daumesnil, 75012 Paris France","1,016 reviews",4.5,"Hotel de la Porte Doree is located a few metro stops from the city's main tourist centre and is close to the Bois de Vincennes, where you can enjoy a morning run or a lakeside picnic with your children. From the hotel, you can walk to the centre of Paris along the ancient Roman viaduct, transformed into an elevated garden best known as the ""coulée verte"". Numerous bus and metro lines near the hotel offer quick and easy access to the city's top tourist attractions.",3,Paid public parking nearby|Free High Speed Internet (WiFi)|Breakfast available|Pets Allowed ( Dog / Pet Friendly )|Taxi service|24-hour security|Baggage storage|24-hour check-in|Wifi|Breakfast buffet|Breakfast in the room|Complimentary instant cofffee|Concierge|Newspaper|Non-smoking hotel|24-hour front desk,Blackout curtains|Air conditioning|Safe|Flatscreen TV,Non-smoking rooms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/c6/54/78/double-exclusive.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g187147-d472021-Reviews-Hotel_de_la_Porte_Doree-Paris_Ile_de_France.html
Hotel Village Montana,"Les Almes, 73320 Tignes France",626 reviews,4.5,"Located in the heart of a pleasant and quiet area, the recently renovated Hotel Village Montana combines the charm and comfort of a mountain hotel with the elegance of a typical Savoyard-style chalet. The hotel is the perfect place to associate your sporting activities with relaxing ones such as sitting in front of the fire, fine dining and being pampered in the health spa >. With fabulous views of the mountains and the village, top quality service and amenities, there is everything you need to make your stay a really special one.",3,Paid private parking on-site|Free High Speed Internet (WiFi)|Hot tub|Sauna|Bar / lounge|Ski rentals|Skiing|Highchairs available|Outdoor pool|Heated pool|Restaurant|Breakfast buffet|Pets Allowed ( Dog / Pet Friendly )|Conference facilities|Banquet room|Meeting rooms|Spa|Facial treatments|Hammam|Massage|Ski In / Ski Out|Concierge|Non-smoking hotel|24-hour front desk|Laundry service,Bathrobes|Desk|Private balcony|Room service|Safe|Cable / satellite TV|Flatscreen TV|Complimentary toiletries|Clothes rack|Private bathrooms,Mountain view|Non-smoking rooms|Suites|Family rooms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/5d/d7/8c/vue-exterieur.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g196714-d239785-Reviews-Hotel_Village_Montana-Tignes_Savoie_Auvergne_Rhone_Alpes.html
